city_id,city_name,dates,wind_gust,wind_speed,wind_direction
111,Berlin,1/5/2023,67,37.6,286.9
111,Berlin,1/6/2023,33.8,19.3,199
111,Berlin,1/7/2023,26.3,16.4,183.5
111,Berlin,1/8/2023,31.3,15.4,172.7
111,Berlin,1/9/2023,30.6,17.7,196.9
111,Berlin,1/10/2023,31,18.1,243.4
111,Berlin,1/11/2023,36.7,18.5,200.3
111,Berlin,1/12/2023,51.8,28.9,210.5
111,Berlin,1/13/2023,46.1,25.6,222.5
111,Berlin,1/14/2023,52.2,29.7,208.9
111,Berlin,1/15/2023,47.2,29.8,221.5
111,Berlin,1/16/2023,43.2,23.2,165.1
111,Berlin,1/17/2023,45.4,24.5,210.1
111,Berlin,1/18/2023,13.7,9.6,333.7
111,Berlin,1/19/2023,29.2,14.2,187.4
111,Berlin,1/20/2023,20.5,12.6,309.9
111,Berlin,1/21/2023,52.6,33.4,11.7
111,Berlin,1/22/2023,31,21.4,53.5
111,Berlin,1/23/2023,22,14.3,63.5
111,Berlin,1/24/2023,16.9,14,29.9
111,Berlin,1/25/2023,14.4,10.9,230.9
111,Berlin,1/26/2023,17.6,11.9,296.2
111,Berlin,1/27/2023,31.7,18.8,27.2
111,Berlin,1/28/2023,19.4,15.1,325.1
111,Berlin,1/29/2023,37.1,21.3,235
111,Berlin,1/30/2023,59,37,262.3
111,Berlin,1/31/2023,65.9,43,271.1
111,Berlin,2/1/2023,60.8,31.1,267.8
111,Berlin,2/2/2023,59,37.5,287.9
111,Berlin,2/3/2023,81.4,43.4,278.6
111,Berlin,2/4/2023,52.6,33.8,352
111,Berlin,2/5/2023,21.2,12.7,147.5
111,Berlin,2/6/2023,22.3,15.7,58.3
111,Berlin,2/7/2023,8.6,6.4,194.1
111,Berlin,2/8/2023,24.5,19.6,138
111,Berlin,2/9/2023,31.7,18.8,194.2
111,Berlin,2/10/2023,36.7,22.5,244.8
111,Berlin,2/11/2023,53.6,25.1,261.5
111,Berlin,2/12/2023,25.6,14.9,278.4
111,Berlin,2/13/2023,28.8,15.6,293.4
111,Berlin,2/14/2023,16.2,10.9,147.6
111,Berlin,2/15/2023,16.9,10,147.8
111,Berlin,2/16/2023,24.1,15.2,230.4
111,Berlin,2/17/2023,63.7,40.3,246.4
111,Berlin,2/18/2023,61.9,38.6,269.8
111,Berlin,2/19/2023,38.9,25.5,299.6
111,Berlin,2/20/2023,73.4,34.1,253.6
111,Berlin,2/21/2023,50,32.9,286.9
111,Berlin,2/22/2023,25.6,15.6,133.1
111,Berlin,2/23/2023,26.3,17.2,193.4
111,Berlin,2/24/2023,49,23,256.8
111,Berlin,2/25/2023,46.4,30.8,312.8
111,Berlin,2/26/2023,34.6,24.6,355
111,Berlin,2/27/2023,23,14.7,16.7
111,Berlin,2/28/2023,18.7,11.2,77.4
111,Berlin,3/1/2023,13.3,7.6,32.2
111,Berlin,3/2/2023,19.8,15,16.3
111,Berlin,3/3/2023,28.4,22,275.7
111,Berlin,3/4/2023,42.1,29.7,289.2
111,Berlin,3/5/2023,45,26.1,280.6
111,Berlin,3/6/2023,31.3,17.8,247
111,Berlin,3/7/2023,40.3,25.1,225.5
111,Berlin,3/8/2023,27.4,14.9,212
111,Berlin,3/9/2023,29.9,19.7,82.7
111,Berlin,3/10/2023,24.8,17.2,46.7
111,Berlin,3/11/2023,46.1,29.4,296.9
111,Berlin,3/12/2023,33.8,18.9,228.4
111,Berlin,3/13/2023,54.4,28.7,211.8
111,Berlin,3/14/2023,67.3,37.2,233.4
111,Berlin,3/15/2023,39.2,22.8,268.1
111,Berlin,3/16/2023,27,15.9,182.8
111,Berlin,3/17/2023,36.7,22.7,146.3
111,Berlin,3/18/2023,28.4,15.4,178.3
111,Berlin,3/19/2023,20.5,13.5,174
111,Berlin,3/20/2023,34.2,21.7,274.8
111,Berlin,3/21/2023,19.4,12.6,212.9
111,Berlin,3/22/2023,43.2,26.4,217.3
111,Berlin,3/23/2023,47.2,26.7,225.2
111,Berlin,3/24/2023,49.7,26,222.1
111,Berlin,3/25/2023,56.2,28.2,235.1
111,Berlin,3/26/2023,42.1,25.4,281.4
111,Berlin,3/27/2023,42.5,28.3,313
111,Berlin,3/28/2023,46.4,31,297.3
111,Berlin,3/29/2023,33.5,18.9,195.4
111,Berlin,3/30/2023,49.3,25.5,208.9
111,Berlin,3/31/2023,32,19.2,219.8
111,Berlin,4/1/2023,40.7,27.9,38.5
111,Berlin,4/2/2023,42.8,27.4,33.4
111,Berlin,4/3/2023,38.2,26.8,27.6
111,Berlin,4/4/2023,26.6,15.8,6.9
111,Berlin,4/5/2023,23.4,13,329.2
111,Berlin,4/6/2023,26.3,13.9,138.3
111,Berlin,4/7/2023,24.8,15.7,23.5
111,Berlin,4/8/2023,28.1,15.9,50.2
111,Berlin,4/9/2023,16.6,11.1,354.6
111,Berlin,4/10/2023,33.1,19.2,145.5
111,Berlin,4/11/2023,48.6,26.7,238.6
111,Berlin,4/12/2023,41.4,25.1,163.6
111,Berlin,4/13/2023,32.8,17.8,207.5
111,Berlin,4/14/2023,33.8,19.8,354
111,Berlin,4/15/2023,32.4,18.5,32.1
111,Berlin,4/16/2023,26.3,17.4,11.7
111,Berlin,4/17/2023,32,19.4,24.3
111,Berlin,4/18/2023,34.9,23.3,28.1
111,Berlin,4/19/2023,49.3,30.4,20.8
111,Berlin,4/20/2023,36,20.4,76.1
111,Berlin,4/21/2023,41.4,24.6,81.5
111,Berlin,4/22/2023,33.5,20.5,129.5
111,Berlin,4/23/2023,28.8,17.2,210.4
111,Berlin,4/24/2023,46.4,30.1,222.4
111,Berlin,4/25/2023,47.2,28.5,270.9
111,Berlin,4/26/2023,41,23.6,275.4
111,Berlin,4/27/2023,32,19.3,289
111,Berlin,4/28/2023,33.1,21.7,129
111,Berlin,4/29/2023,32.8,21,300.2
111,Berlin,4/30/2023,24.8,17.6,325
111,Berlin,5/1/2023,30.2,17.3,135.9
111,Berlin,5/2/2023,39.2,26,301
111,Berlin,5/3/2023,20.5,15.8,303.9
111,Berlin,5/4/2023,19.1,15,105
111,Berlin,5/5/2023,44.6,30,80.5
111,Berlin,5/6/2023,43.6,23.1,74.9
111,Berlin,5/7/2023,39.6,22.6,99
111,Berlin,5/8/2023,47.5,29.3,115.6
111,Berlin,5/9/2023,48.6,27.5,126.7
111,Berlin,5/10/2023,41.8,22.6,138.6
111,Berlin,5/11/2023,39.2,23.8,125.7
111,Berlin,5/12/2023,42.5,25.5,79.2
111,Berlin,5/13/2023,41.4,28,93.2
111,Berlin,5/14/2023,36.7,15.9,94.1
111,Berlin,5/15/2023,37.1,26.2,342.7
111,Berlin,5/16/2023,44.6,25.2,292.9
111,Berlin,5/17/2023,39.2,26.4,308.3
111,Berlin,5/18/2023,29.2,20.5,34.9
111,Berlin,5/19/2023,34.6,23.7,77.8
111,Berlin,5/20/2023,39.6,24.4,74.4
111,Berlin,5/21/2023,42.5,26.1,88.1
111,Berlin,5/22/2023,37.1,19,88.9
111,Berlin,5/23/2023,45,27.4,301.2
111,Berlin,5/24/2023,42.1,19.4,274.2
111,Berlin,5/25/2023,28.8,17.4,298.8
111,Berlin,5/26/2023,32.4,18.4,335.8
111,Berlin,5/27/2023,20.2,11.9,44.6
111,Berlin,5/28/2023,29.9,16.4,76
111,Berlin,5/29/2023,31,19.8,352.6
111,Berlin,5/30/2023,28.4,19.4,17.7
111,Berlin,5/31/2023,21.6,14.6,333.9
111,Berlin,6/1/2023,34.9,21.3,299.3
111,Berlin,6/2/2023,37.1,22.5,6.6
111,Berlin,6/3/2023,24.5,14.5,74.6
111,Berlin,6/4/2023,18.4,12.4,57.1
111,Berlin,6/5/2023,26.6,16.2,68.5
111,Berlin,6/6/2023,23.8,17.4,81.4
111,Berlin,6/7/2023,28.8,18,41.4
111,Berlin,6/8/2023,28.1,16.7,42.3
111,Berlin,6/9/2023,39.6,23.5,28.3
111,Berlin,6/10/2023,38.2,21.4,42
111,Berlin,6/11/2023,29.9,17.2,77.9
111,Berlin,6/12/2023,33.5,19.9,87.1
111,Berlin,6/13/2023,42.8,25.8,55.2
111,Berlin,6/14/2023,32.8,18.8,55.1
111,Berlin,6/15/2023,26.6,21.3,21.3
111,Berlin,6/16/2023,31.7,23.4,305.9
111,Berlin,6/17/2023,26.6,14.7,317.5
111,Berlin,6/18/2023,22.3,11.6,310
111,Berlin,6/19/2023,29.5,15.5,133.6
111,Berlin,6/20/2023,24.1,16.8,66.5
111,Berlin,6/21/2023,35.3,20.5,292.8
111,Berlin,6/22/2023,33.1,22.4,78.8
111,Berlin,6/23/2023,42.5,19.5,22
111,Berlin,6/24/2023,30.2,17.6,301.7
111,Berlin,6/25/2023,21.6,11.9,284.4
111,Berlin,6/26/2023,56.5,22.8,236.7
111,Berlin,6/27/2023,52.6,27.8,280.6
111,Berlin,6/28/2023,42.5,27.7,295.9
111,Berlin,6/29/2023,20.2,10.4,251
111,Berlin,6/30/2023,31.3,18.3,306.1
111,Berlin,7/1/2023,37.4,20.3,226.2
111,Berlin,7/2/2023,57.2,31.8,262
111,Berlin,7/3/2023,48.6,24.6,248.9
111,Berlin,7/4/2023,43.6,25.6,254.2
111,Berlin,7/5/2023,49.3,30,203.2
111,Berlin,7/6/2023,28.4,13.5,258.1
111,Berlin,7/7/2023,14.8,10.4,85.5
111,Berlin,7/8/2023,28.1,19.2,57.2
111,Berlin,7/9/2023,24.5,14.1,74.5
111,Berlin,7/10/2023,45,32.9,297.9
111,Berlin,7/11/2023,23.8,14.9,159
111,Berlin,7/12/2023,49,31.3,265.4
111,Berlin,7/13/2023,40.7,24.4,281.4
111,Berlin,7/14/2023,21.2,11.2,218.3
111,Berlin,7/15/2023,36,20.9,150.6
111,Berlin,7/16/2023,42.1,20.1,241.4
111,Berlin,7/17/2023,43.9,26,268.7
111,Berlin,7/18/2023,29.5,17.5,264.7
111,Berlin,7/19/2023,42.1,19.8,283.2
111,Berlin,7/20/2023,39.6,22.3,288.1
111,Berlin,7/21/2023,24.8,19,191.5
111,Berlin,7/22/2023,40,23.2,259
111,Berlin,7/23/2023,51.1,34.5,220.7
111,Berlin,7/24/2023,52.2,24.6,226.1
111,Berlin,7/25/2023,29.9,20.7,280.8
111,Berlin,7/26/2023,36.7,20.5,281.8
111,Berlin,7/27/2023,33.5,15.7,202.3
111,Berlin,7/28/2023,46.1,22.6,255.9
111,Berlin,7/29/2023,37.1,20.2,222
111,Berlin,7/30/2023,50.8,23.4,251.6
111,Berlin,7/31/2023,45.7,21.7,221.3
111,Berlin,8/1/2023,52.6,24.1,228.2
111,Berlin,8/2/2023,42.8,27.2,198.6
111,Berlin,8/3/2023,69.1,34.1,222.1
111,Berlin,8/4/2023,33.1,18.1,266.8
111,Berlin,8/5/2023,18.7,13.2,349
111,Berlin,8/6/2023,30.2,13.9,293.4
111,Berlin,8/7/2023,66.2,31.7,273.1
111,Berlin,8/8/2023,57.2,31,254.4
111,Berlin,8/9/2023,37.4,25.9,260.2
111,Berlin,8/10/2023,30.2,17.3,288.2
111,Berlin,8/11/2023,19.8,12.5,248.3
111,Berlin,8/12/2023,32.8,15.8,152.1
111,Berlin,8/13/2023,24.1,13.1,234.1
111,Berlin,8/14/2023,29.5,13.2,154.9
111,Berlin,8/15/2023,30.2,22.4,215.1
111,Berlin,8/16/2023,34.2,17.2,9.1
111,Berlin,8/17/2023,29.2,19.3,70.4
111,Berlin,8/18/2023,26.3,15.7,79.9
111,Berlin,8/19/2023,23,12.8,109.9
111,Berlin,8/20/2023,27.4,17.4,306.5
111,Berlin,8/21/2023,29.9,18.4,325.1
111,Berlin,8/22/2023,19.8,14.2,69.6
111,Berlin,8/23/2023,28.8,17.5,264.4
111,Berlin,8/24/2023,19.1,10.6,203.8
111,Berlin,8/25/2023,28.8,15.8,197.4
111,Berlin,8/26/2023,40.7,23.8,248.7
111,Berlin,8/27/2023,22.7,12.8,147
111,Berlin,8/28/2023,27.7,17.1,249.2
111,Berlin,8/29/2023,22.3,13.1,358.5
111,Berlin,8/30/2023,18.4,10.8,262.9
111,Berlin,8/31/2023,46.4,21.3,243.4
111,Berlin,9/1/2023,30.6,16.9,243.5
