city_id,city_name,dates,wind_gust,wind_speed,wind_direction
116,Hamburg,2023-05-14,34.2,23.9,95.2
116,Hamburg,2023-05-15,44.6,26.2,306.3
116,Hamburg,2023-05-16,53.3,32.2,287.6
116,Hamburg,2023-05-17,44.6,29.7,298.6
116,Hamburg,2023-05-18,22.3,14.6,20.9
116,Hamburg,2023-05-19,34.9,26,58.1
116,Hamburg,2023-05-20,39.2,22.8,60.6
116,Hamburg,2023-05-21,34.6,22.3,59.5
116,Hamburg,2023-05-22,41,26.9,101.4
116,Hamburg,2023-05-23,57.6,31.7,304.4
116,Hamburg,2023-05-24,30.2,20.1,294
116,Hamburg,2023-05-25,33.1,20,299.6
116,Hamburg,2023-05-26,32.4,19.5,323.5
116,Hamburg,2023-05-27,21.6,8.7,333.5
116,Hamburg,2023-05-28,28.4,16.8,3.1
116,Hamburg,2023-05-29,33.1,19.9,314.7
116,Hamburg,2023-05-30,27.4,11.7,353
116,Hamburg,2023-05-31,37.4,25.2,297.7
116,Hamburg,2023-06-01,49.3,28.9,294.2
116,Hamburg,2023-06-02,38.5,25,35.2
116,Hamburg,2023-06-03,23.8,16.9,63.8
116,Hamburg,2023-06-04,25.9,19.9,318.2
116,Hamburg,2023-06-05,24.8,14.2,10.5
116,Hamburg,2023-06-06,28.1,21.1,325.3
116,Hamburg,2023-06-07,31,19.4,309.2
116,Hamburg,2023-06-08,22.7,14.5,323.4
116,Hamburg,2023-06-09,37.8,25.9,58.6
116,Hamburg,2023-06-10,35.3,22.8,59.2
116,Hamburg,2023-06-11,31.7,24.3,67.9
116,Hamburg,2023-06-12,35.3,23.3,86.5
116,Hamburg,2023-06-13,45.4,26.3,55.7
116,Hamburg,2023-06-14,35.3,22.7,62
116,Hamburg,2023-06-15,42.1,22.6,351.1
116,Hamburg,2023-06-16,30.6,25.6,293.2
116,Hamburg,2023-06-17,21.2,11.3,303
116,Hamburg,2023-06-18,25.2,11.7,359
116,Hamburg,2023-06-19,36,23.8,22.8
116,Hamburg,2023-06-20,27,19.2,80.5
116,Hamburg,2023-06-21,40,23.4,276.1
116,Hamburg,2023-06-22,28.8,22.4,64.3
116,Hamburg,2023-06-23,34.6,23.7,317.5
116,Hamburg,2023-06-24,27.4,15.9,279.5
116,Hamburg,2023-06-25,14.8,11.2,66.4
116,Hamburg,2023-06-26,56.5,31.4,272.3
116,Hamburg,2023-06-27,57.2,32.6,282.4
116,Hamburg,2023-06-28,31.3,18,274.9
116,Hamburg,2023-06-29,26.3,21.6,219.3
116,Hamburg,2023-06-30,29.2,18.4,297
116,Hamburg,2023-07-01,45,24.8,206.3
116,Hamburg,2023-07-02,61.6,35.1,254.9
116,Hamburg,2023-07-03,54,28.5,242.6
116,Hamburg,2023-07-04,55.4,32.4,236.7
116,Hamburg,2023-07-05,70.6,43.1,197.3
116,Hamburg,2023-07-06,39.2,23.5,246.3
116,Hamburg,2023-07-07,20.9,14,268.1
116,Hamburg,2023-07-08,27.7,19.3,70.1
116,Hamburg,2023-07-09,28.1,21.4,98.5
116,Hamburg,2023-07-10,42.5,26.3,292.8
116,Hamburg,2023-07-11,35.6,25.2,183.4
116,Hamburg,2023-07-12,52.2,29.9,258.7
116,Hamburg,2023-07-13,47.9,25.6,243.1
116,Hamburg,2023-07-14,27.7,16.9,183.4
116,Hamburg,2023-07-15,60.5,42.8,176.9
116,Hamburg,2023-07-16,50.8,45.4,228.7
116,Hamburg,2023-07-17,49,30.2,239.9
116,Hamburg,2023-07-18,35.3,19.1,250.3
116,Hamburg,2023-07-19,36,15.5,0.4
116,Hamburg,2023-07-20,43.2,28.4,288.4
116,Hamburg,2023-07-21,29.9,31.7,277.7
116,Hamburg,2023-07-22,36.4,25.2,236
116,Hamburg,2023-07-23,42.5,25.6,194.4
116,Hamburg,2023-07-24,37.8,27.7,235.4
116,Hamburg,2023-07-25,38.9,28.4,278.4
116,Hamburg,2023-07-26,45.4,33.1,253.9
116,Hamburg,2023-07-27,28.8,22.7,159.4
116,Hamburg,2023-07-28,26.3,13.7,330
116,Hamburg,2023-07-29,41.8,23,241.9
116,Hamburg,2023-07-30,50.4,31,228.1
116,Hamburg,2023-07-31,42.5,19.8,212
116,Hamburg,2023-08-01,45.7,23.4,237.1
116,Hamburg,2023-08-02,32.4,22.3,189.6
116,Hamburg,2023-08-03,40.3,21.2,240.6
116,Hamburg,2023-08-04,34.6,23,270.3
116,Hamburg,2023-08-05,24.1,19.8,149.6
116,Hamburg,2023-08-06,23,15.5,359.3
116,Hamburg,2023-08-07,83.5,45.7,282.6
116,Hamburg,2023-08-08,70.2,39.2,255.1
116,Hamburg,2023-08-09,46.1,26.6,269
116,Hamburg,2023-08-10,31,20.2,279.4
116,Hamburg,2023-08-11,22.7,15.1,173.1
116,Hamburg,2023-08-12,33.8,27.4,213.2
116,Hamburg,2023-08-13,33.1,20.2,223.7
116,Hamburg,2023-08-14,24.5,13,164.5
116,Hamburg,2023-08-15,38.9,24.5,259.9
116,Hamburg,2023-08-16,19.8,15.5,321.2
116,Hamburg,2023-08-17,31.3,18.4,40.9
116,Hamburg,2023-08-18,27,17.3,60.1
116,Hamburg,2023-08-19,37.8,23.4,110.2
116,Hamburg,2023-08-20,31.7,17.6,284.3
116,Hamburg,2023-08-21,23.4,16.6,308.9
116,Hamburg,2023-08-22,24.5,17.6,248.6
116,Hamburg,2023-08-23,31.3,16.2,269.1
116,Hamburg,2023-08-24,20.2,13,82.7
116,Hamburg,2023-08-25,34.2,14.8,206
116,Hamburg,2023-08-26,38.9,20.9,245.3
116,Hamburg,2023-08-27,38.9,15.8,188
116,Hamburg,2023-08-28,36,22,264.2
116,Hamburg,2023-08-29,15.5,11.9,316.9
116,Hamburg,2023-08-30,32.8,17.6,209.1
116,Hamburg,2023-08-31,36,24.1,239.5
116,Hamburg,2023-09-01,24.1,18.4,242.2
